coaster_name,Location,Status,Manufacturer,year_introduced,Type_Main,latitude,longitude,speed_mph,height_ft,Inversions_clean,Gforce_clean
Coaster_226,Knott's Berry Farm,Operating,Arrow Dynamics,2023,Steel,33.8462,-117.9699,64.5,103.6,2,3.3
Coaster_227,Cedar Point,Removed,Vekoma,2012,Steel,41.5095,-82.6473,58.2,122.8,3,3.2
Coaster_228,Carowinds,Operating,Vekoma,2001,Wood,35.1084,-80.9415,40.8,112.5,0,3.7
Coaster_229,Hersheypark,Removed,S&S - Sansei Technologies,2012,Steel,40.2882,-76.6361,65.2,124.7,1,1.5
Coaster_230,Six Flags Magic Mountain,Closed,Rocky Mountain Construction,2000,Steel,34.4239,-118.5786,47.5,109.2,1,2.1
Coaster_231,Cedar Point,Operating,Premier Rides,2003,Steel,41.4633,-82.682,52.2,95.0,4,3.8
Coaster_232,Cedar Point,Operating,Great Coasters International,1995,Steel,41.487,-82.6511,52.3,101.4,2,2.6
Coaster_233,Kings Island,Operating,Intamin,2007,Steel,39.2976,-84.2655,56.2,96.1,0,3.1
Coaster_234,Busch Gardens Williamsburg,Operating,Rocky Mountain Construction,1995,Steel,37.2578,-76.6651,50.9,122.3,0,1.8
Coaster_235,Kings Island,Operating,S&S - Sansei Technologies,1984,Wood,39.3315,-84.2605,32.9,67.4,0,3.2
Coaster_236,Hersheypark,Operating,Mack Rides,1983,Wood,40.2727,-76.6155,40.9,32.9,0,3.3
Coaster_237,Six Flags Magic Mountain,Removed,Intamin,1997,Steel,34.4074,-118.5806,59.7,,3,6.2
Coaster_238,Six Flags Over Texas,Operating,Intamin,1992,Wood,32.7739,-97.0389,42.1,84.8,0,2.9
Coaster_239,Hersheypark,Removed,Rocky Mountain Construction,2017,Steel,40.2811,-76.6278,60.2,,8,2.2
Coaster_240,Six Flags Over Texas,Removed,Philadelphia Toboggan Coasters,2000,Steel,32.7503,-97.095,54.6,96.5,1,3.8
Coaster_241,Carowinds,Operating,Arrow Dynamics,2006,Wood,35.0868,-80.9325,48.8,89.9,0,3.3
Coaster_242,Cedar Point,Removed,Great Coasters International,1999,Wood,41.489,-82.6239,42.3,92.2,0,3.5
Coaster_243,Kennywood,Closed,Mack Rides,2023,Steel,40.3866,-79.8934,62.2,124.6,1,3.0
Coaster_244,Busch Gardens Williamsburg,Operating,Rocky Mountain Construction,2013,Steel,37.2156,-76.6103,69.4,125.8,1,5.2
Coaster_245,Six Flags Over Texas,Closed,Philadelphia Toboggan Coasters,2005,Wood,32.7343,-97.1155,50.1,98.1,0,3.5
Coaster_246,Six Flags Over Texas,Operating,S&S - Sansei Technologies,2023,Wood,32.7463,-97.0749,65.0,107.4,0,1.9
Coaster_247,Cedar Point,Removed,Great Coasters International,2001,Steel,41.4972,-82.6923,59.9,131.1,4,5.4
Coaster_248,Cedar Point,Removed,Mack Rides,2023,Steel,41.5024,-82.652,74.2,127.1,1,3.9
Coaster_249,Six Flags Over Texas,Operating,S&S - Sansei Technologies,2008,Steel,32.7773,-97.114,61.8,119.9,2,2.1
Coaster_250,Six Flags Over Texas,Operating,Great Coasters International,2018,Steel,32.7612,-97.0543,73.7,107.3,1,4.1
Coaster_251,Hersheypark,Removed,Great Coasters International,2017,Steel,40.3079,-76.6549,63.7,135.7,3,2.7
Coaster_252,Cedar Point,Operating,Vekoma,1975,Steel,41.4641,-82.6798,37.4,61.9,0,2.9
Coaster_253,Kennywood,Operating,Arrow Dynamics,2012,Steel,40.3747,-79.8637,67.2,113.1,2,4.3
Coaster_254,Silver Dollar City,Operating,Intamin,2017,Steel,36.6439,-93.346,77.6,131.1,0,3.1
Coaster_255,Silver Dollar City,Removed,Premier Rides,1992,Steel,36.6469,-93.3491,46.0,90.5,3,3.3
Coaster_256,Six Flags Over Texas,Closed,Great Coasters International,2021,Steel,32.7741,-97.0846,65.8,145.0,2,2.3
Coaster_257,Six Flags Great Adventure,Operating,S&S - Sansei Technologies,1997,Steel,40.1731,-74.4462,54.0,109.4,3,2.9
Coaster_258,Kennywood,Closed,Philadelphia Toboggan Coasters,2007,Steel,40.3996,-79.8835,60.4,126.3,1,3.3
Coaster_259,Cedar Point,Operating,Great Coasters International,1982,Steel,41.474,-82.6913,54.6,91.6,2,3.9
Coaster_260,Kennywood,Operating,Mack Rides,2003,Steel,40.4175,-79.8623,54.2,94.9,0,4.1
Coaster_261,Kings Island,Operating,Philadelphia Toboggan Coasters,2023,Steel,39.3513,-84.2573,67.8,110.2,1,3.0
Coaster_262,Carowinds,Operating,Vekoma,1981,Steel,35.0956,-80.9613,50.7,88.5,1,5.0
Coaster_263,Kennywood,Operating,Premier Rides,1975,Steel,40.3675,-79.8707,33.0,88.1,2,2.2
Coaster_264,Silver Dollar City,Operating,Bolliger & Mabillard,1998,Steel,36.7133,-93.3367,64.2,104.5,0,4.8
Coaster_265,Kennywood,Operating,Great Coasters International,2002,Steel,40.419,-79.8731,58.1,97.8,1,2.7
Coaster_266,Kennywood,Operating,Mack Rides,2017,Steel,40.364,-79.894,70.6,103.7,0,2.2
Coaster_267,Cedar Point,Operating,Great Coasters International,2012,Steel,41.4659,-82.692,64.7,93.9,3,5.6
Coaster_268,Cedar Point,Removed,Arrow Dynamics,2001,Wood,41.4867,-82.6469,49.4,113.1,0,2.9
Coaster_269,Six Flags Great Adventure,Operating,Great Coasters International,1994,Wood,40.1513,-74.4295,42.1,68.7,0,2.3
Coaster_270,Dollywood,Operating,Rocky Mountain Construction,1982,Wood,35.7804,-83.5337,45.1,70.8,0,2.4
Coaster_271,Six Flags Great Adventure,Operating,Great Coasters International,2021,Wood,40.1519,-74.4204,59.3,82.4,0,4.2
Coaster_272,Cedar Point,Operating,Philadelphia Toboggan Coasters,1975,Steel,41.4799,-82.7356,37.6,51.9,4,2.2
Coaster_273,Six Flags Magic Mountain,Operating,Philadelphia Toboggan Coasters,1989,Wood,34.4123,-118.6086,37.3,81.8,0,2.0
Coaster_274,Silver Dollar City,Operating,Great Coasters International,1975,Steel,36.6839,-93.3261,39.9,73.0,1,3.8
Coaster_275,Silver Dollar City,Operating,Mack Rides,1984,Wood,36.6766,-93.3455,40.0,83.9,0,2.9
Coaster_276,Kings Island,Operating,Bolliger & Mabillard,2006,Steel,39.3462,-84.2705,67.6,91.4,0,3.3
Coaster_277,Kings Island,Operating,S&S - Sansei Technologies,1990,Steel,39.3432,-84.268,58.0,107.9,2,2.7
Coaster_278,Busch Gardens Williamsburg,Operating,Philadelphia Toboggan Coasters,2005,Steel,37.2123,-76.6324,70.1,,2,3.6
Coaster_279,Busch Gardens Williamsburg,Operating,Arrow Dynamics,2001,Steel,37.2547,-76.6378,50.2,114.8,4,3.6
Coaster_280,Carowinds,Removed,Intamin,2005,Steel,35.0762,-80.947,58.8,96.2,0,3.6
Coaster_281,Knott's Berry Farm,Operating,Mack Rides,2006,Steel,33.8371,-117.9736,75.9,76.3,1,2.9
Coaster_282,Kings Island,Operating,Philadelphia Toboggan Coasters,1997,Steel,39.3298,-84.2792,50.0,80.4,1,5.6
Coaster_283,Six Flags Over Texas,Operating,Arrow Dynamics,1994,Steel,32.7451,-97.0356,60.2,73.3,0,2.6
Coaster_284,Kings Island,Operating,Intamin,2007,Steel,39.3533,-84.2427,60.5,116.7,3,3.6
Coaster_285,Kings Island,Removed,Bolliger & Mabillard,2003,Steel,39.3432,-84.2689,46.9,134.8,1,
Coaster_286,Cedar Point,Operating,Philadelphia Toboggan Coasters,2023,Steel,41.4964,-82.6729,74.6,121.2,2,1.3
Coaster_287,Six Flags Over Texas,Operating,Mack Rides,2012,Steel,32.7531,-97.0691,75.6,112.3,1,2.4
Coaster_288,Six Flags Magic Mountain,Operating,Intamin,1997,Wood,34.4062,-118.6256,41.8,77.7,0,3.3
Coaster_289,Six Flags Over Texas,Operating,Rocky Mountain Construction,2016,Steel,32.743,-97.0962,66.0,,0,1.7
Coaster_290,Kings Island,Operating,S&S - Sansei Technologies,1991,Steel,39.3502,-84.2794,62.6,99.2,4,2.1
Coaster_291,Carowinds,Operating,Vekoma,2011,Steel,35.0709,-80.9049,62.3,91.1,2,4.8
Coaster_292,Cedar Point,Operating,Great Coasters International,2016,Steel,41.5007,-82.7071,69.3,132.4,1,4.8
Coaster_293,Kennywood,Operating,Rocky Mountain Construction,2007,Steel,40.3668,-79.8279,62.6,113.3,2,3.9
Coaster_294,Knott's Berry Farm,Operating,Vekoma,1975,Steel,33.8308,-117.9763,42.8,84.1,1,4.0
Coaster_295,Hersheypark,Operating,Arrow Dynamics,1979,Steel,40.2847,-76.6448,47.4,69.7,1,1.9
Coaster_296,Kings Island,Removed,Bolliger & Mabillard,1996,Wood,39.3084,-84.3123,45.0,77.8,0,4.1
Coaster_297,Cedar Point,Operating,Vekoma,2006,Wood,41.5043,-82.6713,57.1,95.2,0,3.9
Coaster_298,Hersheypark,Closed,Rocky Mountain Construction,2006,Steel,40.2897,-76.6383,62.9,134.2,0,3.1
Coaster_299,Six Flags Magic Mountain,Operating,Intamin,2001,Steel,34.4397,-118.5978,64.0,136.1,0,2.8
Coaster_300,Knott's Berry Farm,Operating,Rocky Mountain Construction,1999,Wood,33.8456,-118.0017,56.2,83.1,0,2.5
Coaster_301,Busch Gardens Williamsburg,Removed,Arrow Dynamics,2019,Steel,37.232,-76.6507,65.2,,6,2.4
Coaster_302,Knott's Berry Farm,Operating,Premier Rides,1994,Steel,33.8256,-117.9965,51.1,108.8,3,3.1
Coaster_303,Kennywood,Operating,Philadelphia Toboggan Coasters,1997,Steel,40.3958,-79.9106,66.1,121.6,4,4.1
Coaster_304,Kennywood,Operating,Vekoma,1986,Steel,40.3716,-79.8528,52.8,86.3,2,3.5
Coaster_305,Cedar Point,Operating,Arrow Dynamics,1993,Wood,41.4896,-82.6915,51.0,79.1,0,3.5
Coaster_306,Kings Island,Closed,Premier Rides,2017,Steel,39.3621,-84.2717,67.4,112.0,1,4.5
Coaster_307,Kennywood,Operating,Intamin,1996,Steel,40.4218,-79.8726,59.2,81.3,1,2.5
Coaster_308,Six Flags Over Texas,Operating,Premier Rides,1995,Steel,32.7788,-97.0285,59.5,90.6,1,2.6
Coaster_309,Six Flags Magic Mountain,Operating,S&S - Sansei Technologies,2000,Steel,34.4043,-118.6159,67.8,95.4,2,3.0
Coaster_310,Carowinds,Operating,Bolliger & Mabillard,2023,Steel,35.1086,-80.9595,76.6,126.7,3,4.2
Coaster_311,Six Flags Magic Mountain,Closed,S&S - Sansei Technologies,2007,Steel,34.4192,-118.5802,58.8,110.6,1,3.6
Coaster_312,Knott's Berry Farm,Operating,Arrow Dynamics,2017,Steel,33.8796,-117.9894,53.4,117.4,3,4.4
Coaster_313,Kennywood,Removed,Arrow Dynamics,1999,Steel,40.3468,-79.8769,56.9,124.1,2,3.5
Coaster_314,Hersheypark,Operating,Arrow Dynamics,1988,Steel,40.2691,-76.6204,47.9,81.5,0,3.3
Coaster_315,Busch Gardens Williamsburg,Operating,S&S - Sansei Technologies,2007,Steel,37.2342,-76.6194,64.8,113.0,3,5.2
Coaster_316,Silver Dollar City,Operating,Intamin,1995,Steel,36.6776,-93.3506,48.9,110.5,4,3.9
Coaster_317,Silver Dollar City,Closed,Philadelphia Toboggan Coasters,1982,Steel,36.6624,-93.3085,34.8,67.2,2,1.4
Coaster_318,Kings Island,Removed,Intamin,2001,Steel,39.3666,-84.253,53.7,126.3,0,3.8
Coaster_319,Six Flags Over Texas,Removed,Philadelphia Toboggan Coasters,1978,Wood,32.7396,-97.0603,27.4,63.4,0,2.6
Coaster_320,Carowinds,Operating,Premier Rides,2004,Steel,35.0583,-80.9396,57.7,105.8,0,2.3
Coaster_321,Six Flags Over Texas,Operating,Premier Rides,1996,Wood,32.7913,-97.0639,39.5,98.5,0,1.6
Coaster_322,Kennywood,Operating,Vekoma,1996,Steel,40.3217,-79.8521,50.1,107.4,3,1.7
Coaster_323,Six Flags Magic Mountain,Closed,Rocky Mountain Construction,2010,Wood,34.4432,-118.6178,52.7,115.7,0,2.8
Coaster_324,Dollywood,Operating,Bolliger & Mabillard,2022,Steel,35.776,-83.515,65.7,120.5,0,
Coaster_325,Hersheypark,Operating,Philadelphia Toboggan Coasters,1990,Steel,40.2778,-76.629,56.6,83.7,2,4.3
Coaster_326,Silver Dollar City,Operating,S&S - Sansei Technologies,2021,Steel,36.6302,-93.3506,59.8,128.7,3,3.5
Coaster_327,Dollywood,Removed,Vekoma,2016,Steel,35.7727,-83.5556,55.3,141.1,3,2.5
Coaster_328,Cedar Point,Operating,Premier Rides,2007,Steel,41.4821,-82.6729,54.0,93.9,0,4.3
Coaster_329,Dollywood,Operating,S&S - Sansei Technologies,1985,Steel,35.7581,-83.5421,46.5,73.5,1,2.7
Coaster_330,Silver Dollar City,Operating,Rocky Mountain Construction,2003,Steel,36.6784,-93.3479,51.2,131.1,2,
Coaster_331,Kings Island,Operating,Arrow Dynamics,1985,Steel,39.3267,-84.3099,43.0,91.3,2,
Coaster_332,Kings Island,Closed,Intamin,2009,Steel,39.3154,-84.2578,67.8,90.6,2,1.5
Coaster_333,Six Flags Over Texas,Operating,Philadelphia Toboggan Coasters,1980,Steel,32.7869,-97.0981,38.5,66.6,1,5.2
Coaster_334,Kings Island,Closed,Philadelphia Toboggan Coasters,2013,Wood,39.3581,-84.2856,51.2,96.9,0,3.9
Coaster_335,Carowinds,Operating,Vekoma,1990,Wood,35.1353,-80.9849,48.4,68.3,0,5.2
Coaster_336,Silver Dollar City,Operating,Premier Rides,2018,Wood,36.6515,-93.3131,58.0,108.1,0,3.6
Coaster_337,Carowinds,Closed,Premier Rides,2022,Steel,35.089,-80.9401,79.1,131.2,3,3.7
Coaster_338,Hersheypark,Operating,Philadelphia Toboggan Coasters,2007,Steel,40.2835,-76.6523,63.6,126.0,1,5.5
Coaster_339,Carowinds,Removed,S&S - Sansei Technologies,1999,Wood,35.101,-80.9737,48.4,89.7,0,3.7
Coaster_340,Six Flags Magic Mountain,Closed,Vekoma,1982,Steel,34.42,-118.5854,48.8,104.0,2,4.2
Coaster_341,Six Flags Magic Mountain,Operating,Arrow Dynamics,1980,Steel,34.4272,-118.5779,42.7,89.5,2,2.9
Coaster_342,Kings Island,Operating,Philadelphia Toboggan Coasters,1984,Steel,39.3118,-84.3061,39.6,92.7,4,2.5
Coaster_343,Carowinds,Operating,Mack Rides,2009,Steel,35.0885,-80.9222,58.8,89.0,2,4.4
Coaster_344,Knott's Berry Farm,Removed,Great Coasters International,2013,Steel,33.8579,-117.971,54.7,122.3,4,2.6
Coaster_345,Six Flags Great Adventure,Operating,Rocky Mountain Construction,1993,Steel,40.1292,-74.4485,51.4,73.6,2,4.6
Coaster_346,Knott's Berry Farm,Removed,Great Coasters International,1975,Steel,33.8428,-117.9955,37.6,84.1,2,3.3
Coaster_347,Kings Island,Operating,Philadelphia Toboggan Coasters,2021,Steel,39.3561,-84.2776,68.1,92.5,2,3.9
Coaster_348,Busch Gardens Williamsburg,Operating,Great Coasters International,1986,Wood,37.2307,-76.6504,35.4,92.9,0,2.8
Coaster_349,Six Flags Magic Mountain,Operating,S&S - Sansei Technologies,2014,Steel,34.4016,-118.5783,68.5,103.4,2,3.9
Coaster_350,Kings Island,Operating,Great Coasters International,2000,Steel,39.3124,-84.2771,62.7,112.3,1,3.5
Coaster_351,Carowinds,Operating,S&S - Sansei Technologies,2008,Steel,35.0978,-80.9464,62.0,,3,2.6
Coaster_352,Kennywood,Operating,Philadelphia Toboggan Coasters,2009,Steel,40.3971,-79.8632,59.2,107.5,1,3.1
Coaster_353,Knott's Berry Farm,Operating,Bolliger & Mabillard,2000,Wood,33.8275,-117.9608,58.7,104.4,0,3.3
Coaster_354,Kings Island,Operating,Mack Rides,2004,Steel,39.335,-84.2673,50.9,121.6,1,2.6
Coaster_355,Dollywood,Operating,Rocky Mountain Construction,1992,Steel,35.8,-83.5063,54.3,91.2,2,2.3
Coaster_356,Cedar Point,Operating,Bolliger & Mabillard,1995,Steel,41.4936,-82.7026,51.8,99.2,2,5.5
Coaster_357,Busch Gardens Williamsburg,Closed,Premier Rides,1998,Steel,37.2723,-76.6229,55.6,104.7,1,3.7
Coaster_358,Carowinds,Operating,Rocky Mountain Construction,1993,Steel,35.1273,-80.9191,47.6,88.5,3,3.1
Coaster_359,Carowinds,Operating,Bolliger & Mabillard,2023,Steel,35.0759,-80.9668,70.1,115.8,3,2.7
Coaster_360,Kings Island,Operating,Great Coasters International,2007,Steel,39.3799,-84.2156,62.7,101.7,1,4.4
Coaster_361,Cedar Point,Operating,Great Coasters International,2008,Steel,41.5033,-82.6606,63.7,105.0,1,3.6
Coaster_362,Kings Island,Operating,Great Coasters International,2005,Steel,39.2885,-84.2884,64.0,118.1,2,2.8
Coaster_363,Busch Gardens Williamsburg,Operating,S&S - Sansei Technologies,2023,Steel,37.2453,-76.6397,69.8,93.2,3,4.1
Coaster_364,Cedar Point,Operating,Bolliger & Mabillard,1986,Steel,41.5105,-82.6628,44.2,83.0,3,5.6
Coaster_365,Carowinds,Removed,S&S - Sansei Technologies,1999,Steel,35.0967,-80.9631,52.0,101.4,1,3.4
Coaster_366,Kennywood,Operating,S&S - Sansei Technologies,2003,Wood,40.3784,-79.8742,50.5,106.0,0,
Coaster_367,Busch Gardens Williamsburg,Removed,Premier Rides,2012,Wood,37.237,-76.6413,51.6,78.9,0,
Coaster_368,Knott's Berry Farm,Operating,S&S - Sansei Technologies,1991,Steel,33.8299,-118.0116,53.3,80.1,0,5.0
Coaster_369,Cedar Point,Operating,Rocky Mountain Construction,1976,Wood,41.4682,-82.6492,35.9,51.8,0,4.6
Coaster_370,Kings Island,Operating,Arrow Dynamics,2016,Steel,39.3176,-84.286,60.3,89.3,1,2.0
Coaster_371,Silver Dollar City,Operating,Great Coasters International,1995,Steel,36.653,-93.35,51.2,126.6,3,4.1
Coaster_372,Carowinds,Operating,Bolliger & Mabillard,2006,Wood,35.1263,-80.994,62.2,82.0,0,4.0
Coaster_373,Six Flags Great Adventure,Operating,Intamin,1999,Wood,40.1245,-74.4389,57.7,74.1,0,3.6
Coaster_374,Kings Island,Operating,Great Coasters International,2005,Steel,39.3254,-84.2603,45.5,106.8,0,3.8
Coaster_375,Cedar Point,Removed,Rocky Mountain Construction,2006,Steel,41.4869,-82.6641,65.9,137.7,2,3.7
Coaster_376,Cedar Point,Operating,Mack Rides,2002,Steel,41.5003,-82.6719,59.2,106.8,2,3.8
Coaster_377,Six Flags Over Texas,Operating,Vekoma,1987,Steel,32.7792,-97.0471,47.9,82.2,3,2.4
Coaster_378,Knott's Berry Farm,Closed,Bolliger & Mabillard,2010,Steel,33.8696,-118.0146,59.8,77.4,5,2.7
Coaster_379,Six Flags Magic Mountain,Operating,Mack Rides,1984,Steel,34.399,-118.5965,48.6,72.6,1,3.9
Coaster_380,Knott's Berry Farm,Operating,S&S - Sansei Technologies,2005,Steel,33.8792,-118.0064,59.1,97.3,1,1.7
Coaster_381,Knott's Berry Farm,Operating,Rocky Mountain Construction,2023,Steel,33.8484,-117.9873,72.7,120.1,3,1.0
Coaster_382,Six Flags Magic Mountain,Removed,Mack Rides,1987,Steel,34.4477,-118.5971,46.4,114.7,3,4.7
Coaster_383,Knott's Berry Farm,Operating,S&S - Sansei Technologies,2023,Steel,33.8496,-117.9604,66.7,134.2,4,3.3
Coaster_384,Kings Island,Removed,Premier Rides,2023,Steel,39.3524,-84.2831,72.0,115.2,2,3.0
Coaster_385,Silver Dollar City,Removed,Premier Rides,2009,Steel,36.6789,-93.3557,62.8,71.7,0,4.6
Coaster_386,Silver Dollar City,Operating,Arrow Dynamics,2013,Steel,36.6802,-93.3455,69.3,106.0,0,2.8
Coaster_387,Six Flags Great Adventure,Operating,Intamin,2002,Steel,40.143,-74.4704,64.3,114.1,0,
Coaster_388,Carowinds,Removed,Premier Rides,1995,Steel,35.1349,-80.9396,58.9,71.5,4,3.4
Coaster_389,Silver Dollar City,Operating,Mack Rides,1993,Steel,36.6672,-93.3633,61.2,101.1,2,3.1
Coaster_390,Silver Dollar City,Operating,Vekoma,2010,Steel,36.6861,-93.3286,56.0,124.6,1,
Coaster_391,Kings Island,Closed,Intamin,1995,Steel,39.3135,-84.2764,45.6,117.2,2,3.5
Coaster_392,Kings Island,Operating,Arrow Dynamics,1992,Steel,39.3283,-84.2605,40.8,86.0,1,3.1
Coaster_393,Six Flags Magic Mountain,Closed,Rocky Mountain Construction,2022,Wood,34.4128,-118.5735,53.8,100.5,0,3.6
Coaster_394,Dollywood,Operating,Mack Rides,1993,Wood,35.7606,-83.5071,37.6,98.1,0,3.4
Coaster_395,Carowinds,Operating,Arrow Dynamics,1994,Steel,35.1184,-80.9653,58.1,72.1,4,3.3
Coaster_396,Six Flags Great Adventure,Operating,Rocky Mountain Construction,2000,Wood,40.1352,-74.4222,45.9,104.4,0,4.0
Coaster_397,Dollywood,Operating,S&S - Sansei Technologies,2002,Wood,35.7912,-83.5472,47.8,86.9,0,2.7
Coaster_398,Kings Island,Operating,Intamin,2023,Steel,39.3525,-84.2637,64.5,122.9,3,3.7
Coaster_399,Six Flags Great Adventure,Operating,S&S - Sansei Technologies,1975,Steel,40.1453,-74.4269,37.4,65.9,1,3.0
Coaster_400,Silver Dollar City,Operating,S&S - Sansei Technologies,1982,Steel,36.6909,-93.3353,45.0,90.5,6,2.0
Coaster_401,Six Flags Magic Mountain,Operating,Philadelphia Toboggan Coasters,2023,Wood,34.4049,-118.6257,63.2,104.8,0,1.9
Coaster_402,Six Flags Magic Mountain,Operating,S&S - Sansei Technologies,1986,Steel,34.4235,-118.6,49.4,86.0,3,4.1
Coaster_403,Busch Gardens Williamsburg,Closed,Bolliger & Mabillard,1998,Steel,37.214,-76.6223,60.4,81.1,1,2.0
Coaster_404,Knott's Berry Farm,Operating,Philadelphia Toboggan Coasters,2003,Steel,33.8367,-118.0104,65.3,128.7,3,4.7
Coaster_405,Six Flags Great Adventure,Closed,Arrow Dynamics,1996,Steel,40.1668,-74.438,51.5,98.5,1,4.1
Coaster_406,Carowinds,Removed,Arrow Dynamics,2010,Steel,35.1177,-80.9265,49.5,104.8,0,4.5
Coaster_407,Carowinds,Operating,Mack Rides,1986,Wood,35.0865,-80.9296,36.3,49.9,0,1.9
Coaster_408,Hersheypark,Operating,Great Coasters International,2023,Steel,40.2919,-76.6776,67.8,144.0,2,4.4
Coaster_409,Six Flags Over Texas,Operating,Rocky Mountain Construction,2001,Steel,32.7354,-97.0779,57.1,109.8,3,3.5
Coaster_410,Hersheypark,Removed,Philadelphia Toboggan Coasters,1987,Steel,40.298,-76.6568,44.2,100.7,1,3.8
Coaster_411,Six Flags Magic Mountain,Operating,Intamin,1999,Wood,34.4155,-118.6046,39.7,69.8,0,1.0
Coaster_412,Dollywood,Operating,Rocky Mountain Construction,2013,Steel,35.7603,-83.5198,63.8,152.1,2,2.0
Coaster_413,Cedar Point,Operating,Premier Rides,1981,Steel,41.4753,-82.6739,33.6,91.2,1,4.0
Coaster_414,Kings Island,Operating,Mack Rides,2005,Steel,39.3261,-84.3051,55.0,129.3,5,4.6
Coaster_415,Hersheypark,Operating,Premier Rides,2005,Steel,40.2674,-76.6492,61.5,104.7,2,4.3
Coaster_416,Six Flags Magic Mountain,Removed,S&S - Sansei Technologies,1987,Wood,34.415,-118.5964,54.9,96.3,0,3.8
Coaster_417,Knott's Berry Farm,Operating,Rocky Mountain Construction,1996,Steel,33.8562,-118.0002,49.9,110.5,2,3.3
Coaster_418,Six Flags Over Texas,Operating,Arrow Dynamics,2004,Wood,32.7275,-97.0664,47.8,94.5,0,3.5
Coaster_419,Six Flags Great Adventure,Closed,Vekoma,2011,Steel,40.1436,-74.4191,58.5,125.4,2,3.6
Coaster_420,Kings Island,Operating,Intamin,2009,Wood,39.329,-84.3007,37.7,89.4,0,4.8
Coaster_421,Six Flags Great Adventure,Operating,Vekoma,2006,Wood,40.1198,-74.476,56.4,107.8,0,2.9
Coaster_422,Six Flags Magic Mountain,Closed,Rocky Mountain Construction,2007,Steel,34.4364,-118.6221,56.5,94.6,5,5.2
Coaster_423,Kennywood,Operating,S&S - Sansei Technologies,2023,Steel,40.3973,-79.8562,72.0,148.8,3,4.5
Coaster_424,Six Flags Magic Mountain,Closed,Premier Rides,1975,Steel,34.4061,-118.6034,34.5,57.7,4,4.4
Coaster_425,Cedar Point,Operating,Premier Rides,2014,Steel,41.4861,-82.6832,70.8,130.8,2,3.6
Coaster_426,Silver Dollar City,Closed,Mack Rides,2019,Steel,36.6628,-93.3399,67.9,104.3,2,1.4
Coaster_427,Six Flags Over Texas,Removed,Bolliger & Mabillard,1997,Steel,32.7671,-97.0556,48.5,128.7,2,3.5
Coaster_428,Knott's Berry Farm,Operating,Great Coasters International,2001,Steel,33.8507,-118.0099,74.4,111.5,2,4.5
Coaster_429,Dollywood,Operating,Arrow Dynamics,1995,Steel,35.7781,-83.4944,56.2,,1,2.5
Coaster_430,Hersheypark,Operating,S&S - Sansei Technologies,1997,Steel,40.3498,-76.6497,61.6,95.4,4,3.0
Coaster_431,Kings Island,Removed,Premier Rides,1992,Wood,39.3423,-84.2387,45.0,81.9,0,2.5
Coaster_432,Silver Dollar City,Operating,Philadelphia Toboggan Coasters,2007,Steel,36.6734,-93.3467,58.0,115.2,1,4.4
Coaster_433,Busch Gardens Williamsburg,Operating,S&S - Sansei Technologies,2001,Steel,37.2155,-76.6921,56.5,85.4,5,5.3
Coaster_434,Silver Dollar City,Removed,Bolliger & Mabillard,2006,Wood,36.6389,-93.32,50.7,86.3,0,4.4
Coaster_435,Carowinds,Operating,Arrow Dynamics,1998,Wood,35.0733,-80.9254,52.8,106.2,0,3.2
Coaster_436,Busch Gardens Williamsburg,Operating,Rocky Mountain Construction,1990,Steel,37.2507,-76.6393,51.4,91.9,2,5.6
Coaster_437,Six Flags Over Texas,Operating,Rocky Mountain Construction,2008,Steel,32.7725,-97.0906,56.3,82.1,2,3.0
Coaster_438,Six Flags Magic Mountain,Operating,Intamin,2015,Wood,34.4079,-118.6043,55.8,106.9,0,3.0
Coaster_439,Dollywood,Operating,Rocky Mountain Construction,1978,Steel,35.772,-83.5351,44.2,61.4,2,4.8
Coaster_440,Six Flags Magic Mountain,Operating,Arrow Dynamics,1995,Steel,34.4374,-118.6252,60.0,97.4,0,3.9
Coaster_441,Busch Gardens Williamsburg,Operating,Mack Rides,2011,Steel,37.2358,-76.6685,67.4,115.3,2,3.3
Coaster_442,Kings Island,Removed,Intamin,2005,Steel,39.3519,-84.2615,61.6,104.2,2,1.6
Coaster_443,Cedar Point,Operating,Mack Rides,1997,Steel,41.4438,-82.7281,55.0,,0,3.4
Coaster_444,Carowinds,Operating,Rocky Mountain Construction,2023,Steel,35.1172,-80.9432,71.5,133.9,1,5.9
Coaster_445,Six Flags Magic Mountain,Operating,Mack Rides,1984,Steel,34.4221,-118.5893,50.9,86.0,1,3.4
Coaster_446,Knott's Berry Farm,Operating,Bolliger & Mabillard,2006,Steel,33.8145,-117.9903,58.8,90.3,2,3.1
Coaster_447,Busch Gardens Williamsburg,Operating,Intamin,2009,Steel,37.2057,-76.6402,62.4,115.5,2,2.9
Coaster_448,Six Flags Magic Mountain,Operating,Mack Rides,1978,Steel,34.4195,-118.6054,45.6,68.3,4,2.8
Coaster_449,Kings Island,Operating,Mack Rides,1995,Steel,39.3248,-84.3018,71.4,68.3,3,4.2
Coaster_450,Hersheypark,Operating,Intamin,2008,Steel,40.3289,-76.6336,62.7,100.0,0,3.1
Coaster_451,Kings Island,Operating,Great Coasters International,2023,Steel,39.3487,-84.254,69.3,104.1,1,3.3
Coaster_452,Kennywood,Removed,Great Coasters International,2003,Steel,40.4209,-79.8772,60.5,138.0,3,3.8
