InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
538287,22752,SET 7 BABUSHKA NESTING BOXES,10,2011-10-11 10:38:00,7.0,15237.0,United Kingdom
538288,85123A,,1,2011-06-20 16:47:00,2.33,15093.0,United Kingdom
538289,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2011-10-30 12:39:00,4.48,15056.0,United Kingdom
538290,POST,POSTAGE,6,2011-03-13 14:00:00,16.37,15517.0,United Kingdom
538291,23203,JUMBO BAG DOILY PATTERNS,4,2011-02-13 12:42:00,2.02,15104.0,United Kingdom
538292,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-04-14 08:11:00,2.52,15705.0,United Kingdom
538293,22752,SET 7 BABUSHKA NESTING BOXES,3,2011-02-17 11:20:00,8.25,15768.0,United Kingdom
538294,POST,POSTAGE,-12,2011-12-04 16:10:00,19.5,15247.0,United Kingdom
538295,21212,PACK OF 72 RETRO SPOT CAKE CASES,4,2011-07-03 08:08:00,0.59,15200.0,United Kingdom
538296,21754,HOME BUILDING BLOCK WORD,2,2011-11-25 11:57:00,5.73,15181.0,United Kingdom
538297,71053,WHITE METAL LANTERN,3,2011-11-24 10:57:00,3.24,15760.0,United Kingdom
538298,71053,WHITE METAL LANTERN,12,2011-07-06 16:24:00,3.13,15035.0,United Kingdom
538299,71053,WHITE METAL LANTERN,2,2011-11-23 08:36:00,3.5,,United Kingdom
538300,20725,LUNCH BAG RED RETROSPOT,1,2011-11-06 10:33:00,1.55,15030.0,United Kingdom
538301,85099B,JUMBO BAG RED RETROSPOT,12,2010-12-25 10:04:00,2.05,15269.0,Netherlands
538302,22720,SET OF 3 CAKE TINS PANTRY DESIGN,2,2011-09-17 14:34:00,4.91,15457.0,United Kingdom
538303,84406B,CREAM CUPID HEARTS COAT HANGER,1,2011-12-02 10:00:00,2.97,15473.0,Germany
538304,47566,PARTY BUNTING,3,2011-11-02 11:07:00,4.69,15567.0,United Kingdom
538305,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2011-05-28 08:52:00,4.37,15455.0,France
538306,20725,LUNCH BAG RED RETROSPOT,1,2011-02-04 10:42:00,1.62,15203.0,France
538307,22629,SPACEBOY LUNCH BOX,4,2011-11-22 15:31:00,2.1,15440.0,United Kingdom
538308,21730,GLASS STAR FROSTED T-LIGHT HOLDER,24,2011-04-15 08:11:00,3.97,15019.0,Belgium
538309,47566,PARTY BUNTING,3,2011-07-24 16:42:00,4.27,15106.0,United Kingdom
538310,71053,WHITE METAL LANTERN,6,2011-01-31 13:00:00,3.11,15519.0,United Kingdom
538311,84406B,CREAM CUPID HEARTS COAT HANGER,12,2011-02-23 14:03:00,2.97,15639.0,United Kingdom
538312,22752,SET 7 BABUSHKA NESTING BOXES,10,2011-10-13 11:17:00,7.43,,United Kingdom
538313,85123A,WHITE HANGING HEART T-LIGHT HOLDER,24,2011-09-14 09:58:00,2.68,15379.0,United Kingdom
538314,85099B,JUMBO BAG RED RETROSPOT,12,2011-11-15 15:15:00,2.13,15750.0,Germany
538315,21212,PACK OF 72 RETRO SPOT CAKE CASES,3,2011-05-03 09:07:00,0.59,15264.0,Netherlands
538316,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-10-15 17:16:00,2.59,15504.0,United Kingdom
538317,22752,SET 7 BABUSHKA NESTING BOXES,1,2011-10-20 15:44:00,7.4,15127.0,United Kingdom
538318,21754,HOME BUILDING BLOCK WORD,1,2011-12-04 13:32:00,5.63,15790.0,United Kingdom
538319,23203,JUMBO BAG DOILY PATTERNS,1,2011-11-09 15:40:00,1.99,15417.0,United Kingdom
538320,71053,WHITE METAL LANTERN,1,2011-06-02 08:30:00,3.05,15537.0,United Kingdom
538321,47566,PARTY BUNTING,2,2011-10-12 15:47:00,5.11,15400.0,United Kingdom
538322,22629,SPACEBOY LUNCH BOX,2,2011-11-25 13:29:00,1.78,15362.0,United Kingdom
538323,22629,SPACEBOY LUNCH BOX,1,2011-11-07 14:32:00,1.98,15493.0,United Kingdom
538324,20725,LUNCH BAG RED RETROSPOT,2,2011-01-24 09:08:00,1.54,15150.0,United Kingdom
538325,23203,JUMBO BAG DOILY PATTERNS,6,2011-11-08 12:56:00,2.24,15597.0,United Kingdom
538326,85099B,JUMBO BAG RED RETROSPOT,12,2011-11-19 11:00:00,1.83,,United Kingdom
538327,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-11-24 11:54:00,2.33,15253.0,United Kingdom
538328,22720,SET OF 3 CAKE TINS PANTRY DESIGN,6,2011-10-23 17:48:00,5.13,15533.0,United Kingdom
538329,23203,JUMBO BAG DOILY PATTERNS,1,2011-02-04 16:30:00,2.18,15700.0,United Kingdom
538330,22423,REGENCY CAKESTAND 3 TIER,2,2011-10-16 15:18:00,11.91,15532.0,United Kingdom
538331,20725,LUNCH BAG RED RETROSPOT,24,2011-01-25 10:46:00,1.6,15731.0,United Kingdom
538332,21212,PACK OF 72 RETRO SPOT CAKE CASES,3,2011-07-06 14:36:00,0.56,,United Kingdom
538333,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,2011-11-01 12:11:00,4.85,15259.0,Spain
538334,22752,SET 7 BABUSHKA NESTING BOXES,2,2011-04-27 08:36:00,6.89,15439.0,United Kingdom
538335,21212,PACK OF 72 RETRO SPOT CAKE CASES,1,2011-03-03 17:46:00,0.56,15080.0,EIRE
538336,POST,POSTAGE,10,2011-07-24 14:09:00,18.7,15159.0,United Kingdom
538337,21754,HOME BUILDING BLOCK WORD,1,2011-10-18 12:25:00,5.48,15121.0,United Kingdom
538338,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2010-12-29 11:38:00,3.92,15130.0,Spain
538339,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-06-11 15:29:00,2.47,15139.0,United Kingdom
538340,22752,SET 7 BABUSHKA NESTING BOXES,1,2011-03-19 14:40:00,7.2,15376.0,EIRE
538341,85123A,,2,2011-03-10 11:37:00,2.5,15783.0,EIRE
538342,21212,PACK OF 72 RETRO SPOT CAKE CASES,1,2010-12-08 11:00:00,0.57,15678.0,United Kingdom
538343,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-11-19 11:17:00,2.4,15561.0,Netherlands
538344,21212,PACK OF 72 RETRO SPOT CAKE CASES,2,2011-07-12 16:12:00,0.51,15069.0,United Kingdom
538345,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2011-11-07 09:27:00,4.38,15020.0,Belgium
538346,20725,LUNCH BAG RED RETROSPOT,2,2011-06-09 09:51:00,1.79,15785.0,United Kingdom
538347,21212,PACK OF 72 RETRO SPOT CAKE CASES,10,2011-04-28 13:27:00,0.59,15520.0,United Kingdom
538348,22629,SPACEBOY LUNCH BOX,2,2011-05-12 08:46:00,2.1,15583.0,United Kingdom
538349,84406B,CREAM CUPID HEARTS COAT HANGER,2,2011-10-17 17:55:00,2.67,15537.0,United Kingdom
538350,84406B,CREAM CUPID HEARTS COAT HANGER,3,2011-10-28 10:47:00,2.8,15229.0,United Kingdom
538351,22629,SPACEBOY LUNCH BOX,10,2011-02-23 13:21:00,2.05,15192.0,United Kingdom
538352,20725,LUNCH BAG RED RETROSPOT,1,2011-11-15 15:55:00,1.64,15610.0,United Kingdom
538353,21212,PACK OF 72 RETRO SPOT CAKE CASES,3,2011-06-19 16:40:00,0.57,15427.0,United Kingdom
538354,21754,HOME BUILDING BLOCK WORD,12,2011-02-21 14:38:00,5.37,15577.0,United Kingdom
538355,21754,HOME BUILDING BLOCK WORD,6,2011-07-28 15:07:00,5.51,15490.0,United Kingdom
538356,21212,PACK OF 72 RETRO SPOT CAKE CASES,4,2011-11-17 16:07:00,0.5,15544.0,United Kingdom
538357,85099B,JUMBO BAG RED RETROSPOT,4,2011-11-22 11:25:00,1.85,15204.0,United Kingdom
538358,47566,PARTY BUNTING,4,2011-05-02 13:11:00,4.24,15790.0,Germany
538359,85099B,JUMBO BAG RED RETROSPOT,1,2011-11-30 14:55:00,1.91,15565.0,United Kingdom
538360,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,2011-02-11 13:38:00,3.93,15599.0,United Kingdom
538361,71053,WHITE METAL LANTERN,3,2011-11-22 12:21:00,3.4,15676.0,United Kingdom
538362,21730,GLASS STAR FROSTED T-LIGHT HOLDER,10,2011-06-06 15:30:00,4.15,15651.0,United Kingdom
538363,84406B,CREAM CUPID HEARTS COAT HANGER,1,2011-06-04 15:01:00,2.87,15562.0,United Kingdom
538364,22720,SET OF 3 CAKE TINS PANTRY DESIGN,2,2011-11-23 10:50:00,4.92,15361.0,United Kingdom
538365,85099B,JUMBO BAG RED RETROSPOT,3,2011-03-28 16:49:00,1.86,15245.0,United Kingdom
538366,22752,SET 7 BABUSHKA NESTING BOXES,1,2011-01-26 10:56:00,7.67,15713.0,United Kingdom
538367,85099B,JUMBO BAG RED RETROSPOT,2,2011-06-25 14:11:00,2.03,15141.0,United Kingdom
538368,21212,PACK OF 72 RETRO SPOT CAKE CASES,2,2011-11-16 08:15:00,0.54,15321.0,United Kingdom
538369,21212,PACK OF 72 RETRO SPOT CAKE CASES,10,2011-10-31 17:43:00,0.58,15068.0,United Kingdom
538370,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,2011-10-26 14:29:00,4.99,15647.0,Spain
538371,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-01-08 14:57:00,2.65,15786.0,United Kingdom
538372,22629,SPACEBOY LUNCH BOX,1,2011-11-26 13:30:00,1.91,,France
538373,22720,SET OF 3 CAKE TINS PANTRY DESIGN,4,2011-10-30 17:51:00,5.2,15416.0,United Kingdom
538374,21754,HOME BUILDING BLOCK WORD,1,2011-04-09 16:25:00,5.42,15457.0,United Kingdom
538375,21754,HOME BUILDING BLOCK WORD,3,2011-08-09 13:15:00,5.5,15290.0,United Kingdom
538376,21730,GLASS STAR FROSTED T-LIGHT HOLDER,24,2011-01-15 11:16:00,4.17,15274.0,United Kingdom
538377,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2011-10-22 16:52:00,3.95,15570.0,United Kingdom
538378,22423,REGENCY CAKESTAND 3 TIER,1,2011-08-11 12:13:00,13.48,15372.0,United Kingdom
538379,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-10-24 08:12:00,2.78,15284.0,United Kingdom
538380,21212,PACK OF 72 RETRO SPOT CAKE CASES,1,2011-12-06 09:39:00,0.57,15551.0,United Kingdom
538381,71053,WHITE METAL LANTERN,12,2011-10-31 14:22:00,3.52,15078.0,Germany
538382,22752,SET 7 BABUSHKA NESTING BOXES,2,2011-08-03 08:30:00,8.08,15019.0,United Kingdom
538383,85099B,JUMBO BAG RED RETROSPOT,1,2011-10-18 10:00:00,2.14,15158.0,United Kingdom
538384,22752,SET 7 BABUSHKA NESTING BOXES,12,2011-10-29 12:03:00,7.81,,United Kingdom
538385,21754,HOME BUILDING BLOCK WORD,3,2010-12-03 10:30:00,5.43,15689.0,United Kingdom
538386,47566,PARTY BUNTING,1,2011-11-27 12:21:00,4.36,15634.0,United Kingdom
538387,85099B,JUMBO BAG RED RETROSPOT,2,2011-10-15 13:35:00,2.04,15516.0,United Kingdom
538388,22629,SPACEBOY LUNCH BOX,1,2011-07-10 10:47:00,1.91,15387.0,United Kingdom
538389,21212,PACK OF 72 RETRO SPOT CAKE CASES,2,2011-06-08 16:58:00,0.59,15341.0,EIRE
538390,22752,SET 7 BABUSHKA NESTING BOXES,2,2011-09-17 13:05:00,8.37,15679.0,Germany
538391,85099B,JUMBO BAG RED RETROSPOT,2,2011-06-10 13:25:00,1.8,15144.0,United Kingdom
538392,22752,SET 7 BABUSHKA NESTING BOXES,4,2011-07-13 11:06:00,7.77,15785.0,United Kingdom
538393,22720,SET OF 3 CAKE TINS PANTRY DESIGN,4,2011-10-11 10:15:00,4.88,15616.0,United Kingdom
538394,21754,HOME BUILDING BLOCK WORD,2,2011-05-22 15:33:00,6.31,15730.0,United Kingdom
538395,22423,REGENCY CAKESTAND 3 TIER,4,2011-09-30 13:34:00,13.64,15491.0,United Kingdom
538396,23203,JUMBO BAG DOILY PATTERNS,1,2011-11-03 08:56:00,2.07,15070.0,United Kingdom
538397,22720,SET OF 3 CAKE TINS PANTRY DESIGN,2,2011-01-11 17:50:00,5.04,15184.0,United Kingdom
538398,22752,SET 7 BABUSHKA NESTING BOXES,1,2011-10-27 10:48:00,7.7,15767.0,United Kingdom
538399,71053,WHITE METAL LANTERN,2,2011-04-29 14:49:00,3.41,15613.0,United Kingdom
538400,21754,HOME BUILDING BLOCK WORD,10,2011-10-17 08:25:00,6.11,15506.0,United Kingdom
538401,POST,POSTAGE,4,2010-12-06 09:20:00,17.18,15478.0,United Kingdom
538402,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2011-08-03 15:39:00,3.95,,Netherlands
538403,20725,LUNCH BAG RED RETROSPOT,4,2011-11-08 09:06:00,1.61,15643.0,United Kingdom
538404,47566,PARTY BUNTING,2,2011-07-21 15:33:00,4.81,15612.0,United Kingdom
538405,22752,SET 7 BABUSHKA NESTING BOXES,12,2011-06-12 12:13:00,7.23,15261.0,United Kingdom
538406,21212,PACK OF 72 RETRO SPOT CAKE CASES,3,2011-09-14 17:36:00,0.56,15247.0,United Kingdom
538407,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-11-14 16:26:00,2.5,15360.0,United Kingdom
538408,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,2011-05-14 16:51:00,4.51,15428.0,United Kingdom
538409,23203,JUMBO BAG DOILY PATTERNS,2,2011-03-25 13:32:00,1.93,15259.0,United Kingdom
538410,71053,WHITE METAL LANTERN,6,2011-03-05 15:46:00,3.36,15398.0,United Kingdom
538411,21754,HOME BUILDING BLOCK WORD,1,2011-03-04 10:36:00,6.22,15537.0,United Kingdom
538412,23203,JUMBO BAG DOILY PATTERNS,6,2011-10-19 17:23:00,2.05,15719.0,United Kingdom
538413,47566,PARTY BUNTING,1,2011-09-16 11:50:00,5.03,15143.0,United Kingdom
538414,POST,POSTAGE,4,2011-10-10 13:22:00,17.06,15674.0,United Kingdom
538415,22752,SET 7 BABUSHKA NESTING BOXES,1,2010-12-20 09:49:00,7.0,15697.0,United Kingdom
538416,23203,JUMBO BAG DOILY PATTERNS,4,2010-12-03 10:28:00,2.13,,France
538417,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2011-03-25 08:29:00,4.34,15200.0,United Kingdom
538418,21754,HOME BUILDING BLOCK WORD,4,2011-10-10 09:56:00,5.55,15411.0,United Kingdom
538419,71053,WHITE METAL LANTERN,10,2011-06-26 14:20:00,3.26,15749.0,United Kingdom
538420,84406B,CREAM CUPID HEARTS COAT HANGER,4,2011-01-17 08:25:00,2.95,15308.0,United Kingdom
538421,POST,POSTAGE,4,2011-07-19 10:24:00,17.14,15387.0,United Kingdom
538422,POST,POSTAGE,3,2011-12-02 15:50:00,18.83,15310.0,United Kingdom
538423,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2011-12-07 14:33:00,4.26,15164.0,United Kingdom
538424,22423,REGENCY CAKESTAND 3 TIER,4,2011-11-20 16:57:00,11.52,15676.0,United Kingdom
538425,22752,SET 7 BABUSHKA NESTING BOXES,1,2010-12-01 11:02:00,7.14,15362.0,United Kingdom
538426,23203,JUMBO BAG DOILY PATTERNS,12,2011-06-13 08:08:00,2.03,15180.0,United Kingdom
538427,85099B,JUMBO BAG RED RETROSPOT,3,2011-07-09 08:26:00,1.95,15211.0,United Kingdom
538428,23203,JUMBO BAG DOILY PATTERNS,4,2011-11-06 09:56:00,2.11,15507.0,United Kingdom
538429,85099B,JUMBO BAG RED RETROSPOT,2,2011-02-13 13:32:00,2.04,15393.0,United Kingdom
538430,22423,REGENCY CAKESTAND 3 TIER,3,2011-03-08 11:18:00,11.72,15172.0,United Kingdom
538431,21212,PACK OF 72 RETRO SPOT CAKE CASES,1,2011-11-02 12:27:00,0.52,15070.0,United Kingdom
538432,POST,POSTAGE,-2,2011-09-01 14:52:00,19.66,15580.0,United Kingdom
538433,22423,REGENCY CAKESTAND 3 TIER,3,2011-09-23 10:28:00,13.96,15637.0,United Kingdom
538434,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-11-12 10:14:00,2.79,15772.0,United Kingdom
538435,71053,WHITE METAL LANTERN,2,2011-10-24 13:57:00,3.3,15432.0,United Kingdom
538436,21212,PACK OF 72 RETRO SPOT CAKE CASES,1,2011-01-03 11:56:00,0.5,15742.0,United Kingdom
538437,21754,HOME BUILDING BLOCK WORD,1,2011-09-30 17:49:00,5.82,15082.0,United Kingdom
538438,85099B,JUMBO BAG RED RETROSPOT,2,2011-11-28 16:41:00,1.78,15682.0,United Kingdom
538439,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2011-11-04 12:57:00,4.44,15703.0,United Kingdom
538440,84406B,CREAM CUPID HEARTS COAT HANGER,2,2011-05-02 16:01:00,2.53,15423.0,United Kingdom
538441,23203,JUMBO BAG DOILY PATTERNS,12,2010-12-07 17:20:00,2.08,15459.0,United Kingdom
538442,22752,SET 7 BABUSHKA NESTING BOXES,1,2011-10-20 17:37:00,7.81,15540.0,United Kingdom
538443,47566,PARTY BUNTING,2,2011-11-23 12:35:00,4.69,15340.0,United Kingdom
538444,POST,POSTAGE,3,2011-10-20 16:29:00,16.9,15248.0,United Kingdom
538445,20725,LUNCH BAG RED RETROSPOT,1,2011-11-19 17:22:00,1.61,15759.0,Germany
538446,21754,HOME BUILDING BLOCK WORD,2,2011-11-24 09:13:00,6.35,15081.0,United Kingdom
538447,21754,HOME BUILDING BLOCK WORD,6,2011-08-03 09:21:00,6.25,15740.0,Belgium
538448,21212,PACK OF 72 RETRO SPOT CAKE CASES,6,2011-10-19 13:39:00,0.55,15707.0,France
538449,21754,HOME BUILDING BLOCK WORD,1,2010-12-02 16:54:00,6.02,15094.0,United Kingdom
538450,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-11-21 09:25:00,2.76,15642.0,United Kingdom
538451,22423,REGENCY CAKESTAND 3 TIER,1,2011-12-02 08:06:00,11.89,15311.0,United Kingdom
538452,84406B,CREAM CUPID HEARTS COAT HANGER,6,2011-04-14 09:48:00,2.99,,United Kingdom
538453,22752,SET 7 BABUSHKA NESTING BOXES,1,2011-10-17 11:02:00,7.74,15712.0,United Kingdom
538454,POST,POSTAGE,1,2010-12-02 09:18:00,19.17,15026.0,Germany
538455,20725,LUNCH BAG RED RETROSPOT,2,2011-10-26 08:42:00,1.75,15773.0,Netherlands
538456,85099B,JUMBO BAG RED RETROSPOT,3,2011-11-18 15:27:00,1.83,15163.0,Germany
538457,71053,WHITE METAL LANTERN,4,2011-11-19 16:29:00,3.65,15745.0,United Kingdom
538458,71053,WHITE METAL LANTERN,3,2011-10-26 15:49:00,3.52,15545.0,United Kingdom
538459,21754,HOME BUILDING BLOCK WORD,1,2011-07-08 17:27:00,5.96,15502.0,United Kingdom
538460,22752,SET 7 BABUSHKA NESTING BOXES,3,2011-11-19 10:51:00,7.06,15446.0,United Kingdom
538461,20725,LUNCH BAG RED RETROSPOT,1,2011-11-02 12:33:00,1.64,15704.0,United Kingdom
538462,22752,SET 7 BABUSHKA NESTING BOXES,1,2011-09-17 09:38:00,8.23,15383.0,United Kingdom
538463,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-04-30 16:38:00,2.35,15705.0,United Kingdom
538464,22423,REGENCY CAKESTAND 3 TIER,1,2011-06-18 08:16:00,13.83,15196.0,United Kingdom
538465,21754,HOME BUILDING BLOCK WORD,1,2011-05-20 08:23:00,5.55,15442.0,United Kingdom
538466,20725,LUNCH BAG RED RETROSPOT,1,2011-10-26 11:06:00,1.58,15158.0,France
538467,71053,WHITE METAL LANTERN,4,2011-11-19 16:37:00,3.31,15466.0,United Kingdom
538468,22423,REGENCY CAKESTAND 3 TIER,2,2011-11-24 15:57:00,14.0,15557.0,United Kingdom
538469,23203,JUMBO BAG DOILY PATTERNS,3,2011-11-29 08:44:00,2.14,15273.0,United Kingdom
538470,84406B,CREAM CUPID HEARTS COAT HANGER,3,2011-09-28 17:02:00,2.83,15488.0,United Kingdom
538471,84406B,CREAM CUPID HEARTS COAT HANGER,3,2011-11-03 12:56:00,2.8,15657.0,United Kingdom
538472,21212,PACK OF 72 RETRO SPOT CAKE CASES,2,2011-11-20 10:49:00,0.55,15694.0,United Kingdom
538473,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-05-25 09:50:00,2.57,15007.0,United Kingdom
538474,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,2011-05-08 15:39:00,4.86,15115.0,Netherlands
538475,22423,REGENCY CAKESTAND 3 TIER,2,2011-06-16 13:00:00,12.35,15490.0,United Kingdom
538476,22752,SET 7 BABUSHKA NESTING BOXES,1,2011-10-26 12:49:00,7.98,15245.0,United Kingdom
538477,20725,LUNCH BAG RED RETROSPOT,1,2011-10-21 17:02:00,1.78,15769.0,United Kingdom
538478,POST,POSTAGE,1,2011-11-28 10:04:00,16.58,15401.0,United Kingdom
538479,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-07-15 17:12:00,2.64,15374.0,United Kingdom
538480,23203,JUMBO BAG DOILY PATTERNS,1,2011-11-05 15:03:00,2.03,15037.0,United Kingdom
538481,22629,SPACEBOY LUNCH BOX,3,2011-10-26 09:56:00,1.91,15310.0,United Kingdom
538482,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-01-05 15:17:00,2.36,15552.0,Germany
538483,85099B,JUMBO BAG RED RETROSPOT,4,2011-09-18 14:18:00,1.8,15107.0,United Kingdom
538484,22423,REGENCY CAKESTAND 3 TIER,1,2011-11-30 11:45:00,11.81,15625.0,United Kingdom
538485,22423,REGENCY CAKESTAND 3 TIER,12,2011-09-17 15:22:00,13.61,,United Kingdom
538486,21754,HOME BUILDING BLOCK WORD,1,2011-05-04 12:29:00,5.47,15351.0,United Kingdom
538487,21754,HOME BUILDING BLOCK WORD,10,2011-09-23 12:01:00,5.5,15691.0,United Kingdom
538488,47566,PARTY BUNTING,3,2011-02-23 09:58:00,5.03,15501.0,United Kingdom
538489,22423,REGENCY CAKESTAND 3 TIER,3,2011-07-26 11:07:00,13.74,15238.0,United Kingdom
538490,47566,PARTY BUNTING,2,2011-11-21 15:05:00,4.29,15056.0,France
538491,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2010-12-29 15:16:00,4.59,15758.0,France
538492,22720,SET OF 3 CAKE TINS PANTRY DESIGN,2,2011-11-23 09:12:00,4.98,15170.0,United Kingdom
538493,22629,SPACEBOY LUNCH BOX,4,2011-11-12 17:37:00,2.04,15624.0,United Kingdom
538494,23203,JUMBO BAG DOILY PATTERNS,3,2011-11-16 11:48:00,2.07,15526.0,Netherlands
538495,20725,LUNCH BAG RED RETROSPOT,1,2011-10-23 11:15:00,1.64,15764.0,United Kingdom
538496,22423,REGENCY CAKESTAND 3 TIER,6,2011-12-07 16:49:00,12.73,,United Kingdom
538497,22629,SPACEBOY LUNCH BOX,3,2011-11-10 08:07:00,2.14,15772.0,United Kingdom
538498,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-10-31 12:38:00,2.52,15706.0,United Kingdom
538499,84406B,CREAM CUPID HEARTS COAT HANGER,2,2011-04-05 13:25:00,2.71,,United Kingdom
538500,85099B,JUMBO BAG RED RETROSPOT,1,2011-11-10 15:04:00,1.82,15570.0,France
538501,23203,JUMBO BAG DOILY PATTERNS,12,2011-02-26 14:58:00,1.97,15153.0,United Kingdom
538502,20725,LUNCH BAG RED RETROSPOT,4,2011-10-15 12:20:00,1.64,15630.0,Germany
538503,21212,PACK OF 72 RETRO SPOT CAKE CASES,4,2011-02-13 11:43:00,0.59,15081.0,United Kingdom
538504,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2011-09-07 15:52:00,2.32,,United Kingdom
538505,22629,SPACEBOY LUNCH BOX,1,2011-10-11 13:24:00,1.85,15502.0,United Kingdom
538506,20725,LUNCH BAG RED RETROSPOT,10,2011-05-21 13:02:00,1.79,15049.0,United Kingdom
538507,85099B,JUMBO BAG RED RETROSPOT,2,2011-08-26 14:57:00,2.09,,United Kingdom
538508,POST,POSTAGE,10,2011-12-05 14:16:00,17.37,15202.0,United Kingdom
538509,20725,LUNCH BAG RED RETROSPOT,2,2011-06-07 10:53:00,1.7,,United Kingdom
538510,47566,PARTY BUNTING,3,2011-11-12 14:17:00,5.0,,United Kingdom
538511,23203,JUMBO BAG DOILY PATTERNS,24,2011-12-01 13:35:00,1.91,15399.0,United Kingdom
538512,84406B,CREAM CUPID HEARTS COAT HANGER,6,2011-06-14 17:51:00,2.7,15484.0,United Kingdom
538513,84406B,CREAM CUPID HEARTS COAT HANGER,1,2011-04-16 17:48:00,2.95,15520.0,United Kingdom
538514,21212,PACK OF 72 RETRO SPOT CAKE CASES,1,2011-10-09 15:42:00,0.57,15215.0,United Kingdom
538515,21212,PACK OF 72 RETRO SPOT CAKE CASES,1,2011-10-09 11:18:00,0.52,15273.0,United Kingdom
538516,84406B,CREAM CUPID HEARTS COAT HANGER,1,2011-05-06 11:20:00,2.91,15171.0,United Kingdom
538517,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-04-12 13:00:00,2.5,15661.0,United Kingdom
538518,21754,HOME BUILDING BLOCK WORD,1,2011-08-18 11:06:00,6.12,15216.0,United Kingdom
538519,23203,JUMBO BAG DOILY PATTERNS,3,2011-02-11 14:02:00,1.92,15683.0,United Kingdom
538520,85099B,JUMBO BAG RED RETROSPOT,4,2011-11-13 08:08:00,1.85,15467.0,United Kingdom
538521,85099B,JUMBO BAG RED RETROSPOT,1,2011-01-24 17:00:00,1.91,15122.0,United Kingdom
538522,20725,LUNCH BAG RED RETROSPOT,1,2011-05-09 16:42:00,1.5,15477.0,Spain
538523,23203,JUMBO BAG DOILY PATTERNS,1,2011-11-02 08:18:00,1.93,15758.0,United Kingdom
538524,71053,WHITE METAL LANTERN,24,2011-11-15 12:47:00,3.71,15290.0,EIRE
538525,71053,WHITE METAL LANTERN,2,2011-01-21 16:06:00,3.71,15765.0,Germany
538526,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3,2011-11-09 12:16:00,4.53,15057.0,United Kingdom
538527,84406B,CREAM CUPID HEARTS COAT HANGER,12,2011-05-15 08:38:00,2.53,15762.0,United Kingdom
538528,84406B,CREAM CUPID HEARTS COAT HANGER,3,2011-11-15 11:49:00,3.0,15035.0,Germany
538529,22720,SET OF 3 CAKE TINS PANTRY DESIGN,4,2011-05-11 17:20:00,4.48,15184.0,United Kingdom
538530,22629,SPACEBOY LUNCH BOX,1,2011-01-26 16:36:00,1.83,15076.0,United Kingdom
538531,23203,JUMBO BAG DOILY PATTERNS,1,2010-12-03 13:50:00,2.24,15750.0,United Kingdom
538532,71053,WHITE METAL LANTERN,2,2011-08-16 08:17:00,3.33,15644.0,United Kingdom
538533,22423,REGENCY CAKESTAND 3 TIER,1,2011-11-29 09:48:00,12.14,15423.0,United Kingdom
538534,47566,PARTY BUNTING,2,2011-03-13 14:03:00,4.78,15703.0,United Kingdom
538535,23203,JUMBO BAG DOILY PATTERNS,2,2011-10-15 17:40:00,1.88,15235.0,United Kingdom
538536,71053,WHITE METAL LANTERN,2,2011-11-04 09:49:00,3.47,15787.0,United Kingdom
538537,23203,JUMBO BAG DOILY PATTERNS,2,2011-02-21 11:33:00,2.1,15211.0,United Kingdom
538538,22629,SPACEBOY LUNCH BOX,1,2011-09-21 17:25:00,2.06,15492.0,United Kingdom
538539,47566,PARTY BUNTING,10,2011-08-17 16:57:00,4.64,15176.0,United Kingdom
